"Judul","Title_URL","Update","Agen","Jenis_Rumah","Lokasi","KT","KM","Garasi","LT","LB","KPR_bulanan","Harga","Harga_New","Juta"
"Jual Rumah Siap Pakai, Cantik Dan Nyaman Graha Padma Semarang Barat 5873","https://www.rumah123.com/properti/semarang/hos8564164/","Diperbarui 3 hari yang lalu oleh","Cingriani Kusuma","Rumah","Semarang Barat, Semarang","3","2","","150","100","6","1.85","1.85",""
"Rumah Nyman Kendalisodo II Wonotingal Candisari","https://www.rumah123.com/properti/semarang/hos8560111/","Diperbarui 2 bulan yang lalu oleh","Inneke Mulyono","Rumah","Candisari, Semarang","4","3","2","400","453","18","5","5",""
"Rumah Mewah Murah Kawasan Elit di Perum. Candi Golf, Semarang Selatan","https://www.rumah123.com/properti/semarang/hos8543268/","Diperbarui 4 minggu yang lalu oleh","Thomas Hubaya","Rumah","Candisari, Semarang","3","3","1","254","200","13","3.6","3.6",""
"Rumah 2 lantai design minimalis di kota semarang","https://www.rumah123.com/properti/semarang/hos8542148/","Diperbarui 6 bulan yang lalu oleh","Dias Jayametro","Rumah","Tembalang, Semarang","3","2","2","96","69","4","1.26","1.26",""
"RUMAH PUSPANJOLO SEMARANG","https://www.rumah123.com/properti/semarang/hos8537508/","Diperbarui 15 Februari 2022 oleh","Century  Prosper","Rumah","Semarang Barat, Semarang","3","2","2","174","138","5","1.4","1.4",""
"Dijual Rumah di Jalan Melati Plamongan Pedurungan Semarang","https://www.rumah123.com/properti/semarang/hos8533807/","Diperbarui 6 bulan yang lalu oleh","Trisye Roosanti","Rumah","Pedurungan, Semarang","6","3","1","165","216","6","1.8","1.8",""
"Rumah 2 Lantai Butuh Renovasi Tengah Kota di Tlogosari, Semarang","https://www.rumah123.com/properti/semarang/hos8533496/","Diperbarui 2 minggu yang lalu oleh","Fendy Putra","Rumah","Pedurungan, Semarang","3","3","3","240","500","10","2.8","2.8",""
"Jual Rumah 2 Lantai Tengah Kota Semarang di Griya Medoho Asri","https://www.rumah123.com/properti/semarang/hos8533352/","Diperbarui 2 bulan yang lalu oleh","Fendy Putra","Rumah","Gayamsari, Semarang","3","2","","119","165","2","800","0.8",""
"Dijual Rumah di Prambanan Barat Kalipancur Semarang","https://www.rumah123.com/properti/semarang/hos8532954/","Diperbarui 6 bulan yang lalu oleh","Trisye Roosanti","Rumah","Ngaliyan, Semarang","6","3","5","483","250","13","3.7","3.7",""
"Dijual Rumah Tinggal di Bukit Candi Kencana Pasadena Semarang","https://www.rumah123.com/properti/semarang/hos8532931/","Diperbarui 6 bulan yang lalu oleh","Trisye Roosanti","Rumah","Ngaliyan, Semarang","2","1","","60","60","1","350","0.35",""
"Rumah tengah kota semarang siap huni dijual di argomulyo mukti pedurungan semarang timur","https://www.rumah123.com/properti/semarang/hos8531307/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Pedurungan, Semarang","7","7","1","108","300","3","985","0.985",""
"Rumah Tengah Kota - Palebon Pedurungan Semarang Dkt McD Majapahit","https://www.rumah123.com/properti/semarang/hos8517538/","Diperbarui 2 bulan yang lalu oleh","Gusman Utomo","Rumah","Pedurungan, Semarang","4","3","1","127","160","2","685","0.685",""
"Rumah murah tengah kota siap huni dijual di Medoho gayamsari semarang timur","https://www.rumah123.com/properti/semarang/hos8513813/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Gayamsari, Semarang","3","2","1","119","165","2","800","0.8",""
"Rumah siap huni","https://www.rumah123.com/properti/semarang/hos8503965/","Diperbarui 5 bulan yang lalu oleh","SAN SAN yuliawati","Rumah","Semarang Selatan, Semarang","3","2","1","197","197","7","1.9","1.9",""
"Mugas, Tengah Kota, Semarang","https://www.rumah123.com/properti/semarang/hos8496131/","Diperbarui 1 bulan yang lalu oleh","Hanna Li","Rumah","Semarang Tengah, Semarang","5","2","","69","90","2","800","0.8",""
"RUMAH BSB TERAS BALI 2 LANTAI MEWAH DEKAT CLUB HOUSE","https://www.rumah123.com/properti/semarang/hos8492948/","Diperbarui 1 minggu yang lalu oleh","DWI VINO","Rumah","Semarang Barat, Semarang","3","2","1","158","82","4","1.1","1.1",""
"Rumah minimalis 4 Kamar perumahan Citraland BSB Ngaliyan Ivy park Semarang","https://www.rumah123.com/properti/semarang/hos8490754/","Diperbarui 6 bulan yang lalu oleh","Inneke Mulyono","Rumah","Mijen, Semarang","4","2","","162","102","7","2.1","2.1",""
"Rumah Ready Belakang Polsek Mijen Semarang","https://www.rumah123.com/properti/semarang/hos8488815/","Diperbarui 4 minggu yang lalu oleh","Abdul Rozak","Rumah","Mijen, Semarang","2","1","","139","40","1","522","0.522",""
"Rumah bagus di permta puri ( RG )","https://www.rumah123.com/properti/semarang/hos8486021/","Diperbarui 1 bulan yang lalu oleh","May Fang","Rumah","Ngaliyan, Semarang","3","1","","120","80","5","1.4","1.4",""
"Rumah Baru Mewah Cluster Exclussive di Ngaliyan Kota Semarang","https://www.rumah123.com/properti/semarang/hos8483684/","Diperbarui 5 bulan yang lalu oleh","JONI BUDIARTO","Rumah","Ngaliyan, Semarang","4","2","1","170","75","3","850","0.85",""
"Rumah bagus strategis tengah kota Semarang siap huni di Kijang utara gayamsari semarang tengah","https://www.rumah123.com/properti/semarang/hos8473105/","Diperbarui 3 minggu yang lalu oleh","Lenna Xu","Rumah","Gayamsari, Semarang","4","3","","200","400","16","4.5","4.5",""
"Rumah Mewah 2 Lantai Di Graha Wahid Kedungmundu Semarang Posisi Hook","https://www.rumah123.com/properti/semarang/hos8472093/","Diperbarui 2 bulan yang lalu oleh","Gusman Utomo","Rumah","Tembalang, Semarang","5","3","2","170","240","6","1.7","1.7",""
"RUMAH BAGUS SIAP HUNI","https://www.rumah123.com/properti/semarang/hos8470989/","Diperbarui 2 bulan yang lalu oleh","KEZIA D","Rumah","Semarang Barat, Semarang","2","2","1","116","200","6","1.75","1.75",""
"Rumah siap huni di Pandanaran Hills","https://www.rumah123.com/properti/semarang/hos8469750/","Diperbarui 3 bulan yang lalu oleh","Vera Eka Watiwijaya -","Rumah","Tembalang, Semarang","3","2","","120","120","4","1.2","1.2",""
"rumah bagus tengah kota siap huni di graha padma semarang barat","https://www.rumah123.com/properti/semarang/hos8467981/","Diperbarui 6 hari yang lalu oleh","Lenna Xu","Rumah","Semarang Barat, Semarang","3","2","","170","170","6","1.7","1.7",""
"Rumah murah tengah kota siap huni di graha padma semarang barat","https://www.rumah123.com/properti/semarang/hos8467729/","Diperbarui 6 hari yang lalu oleh","Lenna Xu","Rumah","Semarang Barat, Semarang","2","1","","108","108","3","850","0.85",""
"Rumah bagus di daerah Permata Puri","https://www.rumah123.com/properti/semarang/hos8465506/","Diperbarui 3 bulan yang lalu oleh","Vera Eka Watiwijaya -","Rumah","Ngaliyan, Semarang","5","4","","286","515","7","2.05","2.05",""
"Rumah Bagus Terawat ada Mezanine di cluster Majapahit Regency","https://www.rumah123.com/properti/semarang/hos8464755/","Diperbarui 3 bulan yang lalu oleh","Helen Praharta","Rumah","Semarang Timur, Semarang","3","1","1","136","120","3","1","1",""
"rumah kost dekat Unnes Sekaran","https://www.rumah123.com/properti/semarang/hos8448255/","Diperbarui 5 bulan yang lalu oleh","Juniar Hajati","Rumah","Gunung Pati, Semarang","15","4","","250","245","5","1.5","1.5",""
"Rumah strategis tengah kota semarang siap pakai di kokrosono panggung lor semarang utara","https://www.rumah123.com/properti/semarang/hos8441425/","Diperbarui 1 bulan yang lalu oleh","Lenna Xu","Rumah","Semarang Utara, Semarang","3","2","","456","200","13","3.5","3.5",""
"Rumah siap pakai di jalan Wahidin","https://www.rumah123.com/properti/semarang/hos8440856/","Diperbarui 3 bulan yang lalu oleh","Vera Eka Watiwijaya -","Rumah","Candisari, Semarang","3","1","","202","60","14","4","4",""
"Rumah jalan kelengan kecil Tengah kota (ditengah segitiga emas Semarang)","https://www.rumah123.com/properti/semarang/hos8440752/","Diperbarui 3 bulan yang lalu oleh","Pitoet Noegroho","Rumah","Semarang Tengah, Semarang","5","4","2","278","360","17","4.75","4.75",""
"Rumah 3 lt di Kumudasmoro","https://www.rumah123.com/properti/semarang/hos8437890/","Diperbarui 3 bulan yang lalu oleh","Yusliana Dewi (Cien)","Rumah","Semarang Barat, Semarang","3","2","","240","300","8","2.2","2.2",""
"Rumah Minimalis Cantik 3 Kamar Semarang Timur Murah (9724-JEM)","https://www.rumah123.com/properti/semarang/hos8425621/","Diperbarui 2 bulan yang lalu oleh","Inneke Mulyono","Rumah","Semarang Timur, Semarang","3","2","","98","160","5","1.6","1.6",""
"rumah kumudasmoro","https://www.rumah123.com/properti/semarang/hos8417665/","Diperbarui 3 bulan yang lalu oleh","agustini purnomo","Rumah","Semarang Barat, Semarang","3","2","3","240","300","8","2.2","2.2",""
"Rumah Bagus Dengan Pemandangan Kota Semarang Di Bukit Wahid","https://www.rumah123.com/properti/semarang/hos8416982/","Diperbarui 1 minggu yang lalu oleh","Kwee Liany  Wibowo","Rumah","Semarang Barat, Semarang","6","3","","222","144","13","3.7","3.7",""
"Rumah SMARTHOME 2LT 3KT dekat SDK Sang Timur Pedurungan Semarang","https://www.rumah123.com/properti/semarang/hos8415269/","Diperbarui 4 bulan yang lalu oleh","Henny  Rosy","Rumah","Pedurungan, Semarang","2","2","1","62","50","1","499","0.499",""
"Rumah bagus murah tengah kota siap huni di Syuhada Pedurungan Semarang timur","https://www.rumah123.com/properti/semarang/hos8413388/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Timur, Semarang","2","1","","90","80","1","480","0.48",""
"Rumah bagus murah tengah kota siap huni di seteran semarang tengah","https://www.rumah123.com/properti/semarang/hos8411219/","Diperbarui 3 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Tengah, Semarang","3","1","","100","150","7","2","2",""
"Rumah siap huni di Tamansari Majapahit","https://www.rumah123.com/properti/semarang/hos8409894/","Diperbarui 1 bulan yang lalu oleh","Maria Julia","Rumah","Pedurungan, Semarang","3","2","1","150","100","3","900","0.9",""
"RUMAH SUPER MURAH ADA VIEW PEMANDANGAN BAWAH LOKASI NYAMAN BISA KPR","https://www.rumah123.com/properti/semarang/hos8407344/","Diperbarui 28 Juni 2021 oleh","Andhi  Firdaus","Rumah","Tembalang, Semarang","2","1","","90","45","1","490","0.49",""
"Rumah Bagus dan Nyaman di Perumahan Elit Graha Padma","https://www.rumah123.com/properti/semarang/hos8406656/","Diperbarui 1 minggu yang lalu oleh","Kwee Liany  Wibowo","Rumah","Semarang Barat, Semarang","3","2","","108","108","4","1.1","1.1",""
"Rumah Bagus di Kawasan Perumahan Elit di Graha Padma Semarang","https://www.rumah123.com/properti/semarang/hos8404899/","Diperbarui 1 minggu yang lalu oleh","Kwee Liany  Wibowo","Rumah","Semarang Barat, Semarang","4","3","","170","170","6","1.7","1.7",""
"Rumah Bagus Ivy Park BSB Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos8402697/","Diperbarui 3 bulan yang lalu oleh","GO DEDDY","Rumah","Ngaliyan, Semarang","4","3","","200","200","10","2.7","2.7",""
"Hunian Nyaman Di Kekancanmukti Pedurungan Semarang Istimewa","https://www.rumah123.com/properti/semarang/hos8402047/","Diperbarui 2 bulan yang lalu oleh","Gusman Utomo","Rumah","Pedurungan, Semarang","3","1","","192","150","4","1.2","1.2",""
"RUMAH 2 LANTAI TIPE 90/100M2 WIDORO SEMBUNGHARJO DEKAT KE WOLTERMONGINSIDI","https://www.rumah123.com/properti/semarang/hos8395853/","Diperbarui 25 Juni 2021 oleh","Andhi  Firdaus","Rumah","Semarang Timur, Semarang","3","2","","100","90","1","450","0.45",""
"JUAL CEPAT  RUMAH BARU 3 KAMAR, R Keluarga LUAS , DI CLUSTER DI VICTORIA HIGHLAND CITRALAND BSB .LOKASI BAGUS","https://www.rumah123.com/properti/semarang/hos8385900/","Diperbarui 5 bulan yang lalu oleh","Link Property","Rumah","Ngaliyan, Semarang","3","1","2","120","60","4","1.3","1.3",""
"Rumah Lama di Gang Tengah, Semarang Tengah","https://www.rumah123.com/properti/semarang/hos8385864/","Diperbarui 2 bulan yang lalu oleh","Thomas Hubaya","Rumah","Semarang Tengah, Semarang","2","2","","140","288","8","2.25","2.25",""
"Rumah bagus tengah kota siap huni di Puspowarno Tengah semarang barat","https://www.rumah123.com/properti/semarang/hos8376016/","Diperbarui 4 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Barat, Semarang","4","3","2","297","350","12","3.3","3.3",""
"Rumah bagus nyaman tengah kota","https://www.rumah123.com/properti/semarang/hos8346969/","Diperbarui 6 bulan yang lalu oleh","Johan liem Liem","Rumah","Semarang Timur, Semarang","3","1","","103","103","2","600","0.6",""
"Rumah mewah siap huni, hook di jangli","https://www.rumah123.com/properti/semarang/hos8375630/","Diperbarui 3 bulan yang lalu oleh","Danni W","Rumah","Candisari, Semarang","3","1","","247","129","7","1.9","1.9",""
"Rumah Ready Karangrejo Banyumanik","https://www.rumah123.com/properti/semarang/hos8374681/","Diperbarui 1 bulan yang lalu oleh","Erlin Ernawati Anisyah anisyah","Rumah","Banyumanik, Semarang","2","1","","142","50","2","776","0.776",""
"Rumah bagus murah tengah kota siap huni di kangguru gayamsari semarang timur","https://www.rumah123.com/properti/semarang/hos8373390/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Gayamsari, Semarang","3","1","1","116","116","3","850","0.85",""
"Rumah murah bangunan baru","https://www.rumah123.com/properti/semarang/hos8346910/","Diperbarui 5 bulan yang lalu oleh","Johan liem Liem","Rumah","Semarang Timur, Semarang","2","2","","84","60","1","425","0.425",""
"rumah di ungaran tinur","https://www.rumah123.com/properti/semarang/hos8367714/","Diperbarui 4 bulan yang lalu oleh","Link Property","Rumah","Candisari, Semarang","2","1","","150","100","11","3","3",""
"Dijual / Disewakan Rumah Siap Tempati Di Jl. Palebon, Type Florida, Semarang","https://www.rumah123.com/properti/semarang/hos8361949/","Diperbarui 1 bulan yang lalu oleh","Fang Fang","Rumah","Semarang Timur, Semarang","3","3","","81","","5","1.4","1.4",""
"Rumah dekat kawasan elit taman setiyo budi banyumanik","https://www.rumah123.com/properti/semarang/hos8362932/","Diperbarui 4 bulan yang lalu oleh","Nur biyanto","Rumah","Banyumanik, Semarang","4","2","","267","200","8","2.2","2.2",""
"Rumah Siap Tempati Di Jl. Palebon, Type Colorado A, Semarang","https://www.rumah123.com/properti/semarang/hos8362055/","Diperbarui 4 minggu yang lalu oleh","Melly Ks","Rumah","Semarang Timur, Semarang","3","2","","98","160","5","1.6","1.6",""
"Rumah 2 Lantai Di Muara Mas Tanahmas, Semarang Utara","https://www.rumah123.com/properti/semarang/hos8356985/","Diperbarui 4 bulan yang lalu oleh","Aristar Taniwijaya","Rumah","Semarang Utara, Semarang","2","1","","120","100","2","800","0.8",""
"Rumah 2 Lantai Tengah kota Semarang, Taman Seroja Timur","https://www.rumah123.com/properti/semarang/hos8356404/","Diperbarui 4 bulan yang lalu oleh","Aristar Taniwijaya","Rumah","Semarang Tengah, Semarang","4","2","2","300","500","16","4.5","4.5",""
"Dijual Rumah Bagus siap pakai dekat jl. Supriyadi, Majapahit, Semarang","https://www.rumah123.com/properti/semarang/hos8352672/","Diperbarui 3 bulan yang lalu oleh","Yuliana Tan","Rumah","Semarang Timur, Semarang","3","2","1","194","184","5","1.6","1.6",""
"Rumah Kayumas Timur Tanah Mas Semarang Utara","https://www.rumah123.com/properti/semarang/hos8337918/","Diperbarui 3 bulan yang lalu oleh","GO DEDDY","Rumah","Semarang Utara, Semarang","2","1","","78","78","1","400","0.4",""
"Rumah di Watu Kaji Banyumanik Semarang ( Wn 2696 )","https://www.rumah123.com/properti/semarang/hos8337642/","Diperbarui 2 minggu yang lalu oleh","Wenny Kurniawati","Rumah","Banyumanik, Semarang","5","3","","231","200","4","1.2","1.2",""
"Rumah di Candi Mulia ,Candisari Semarang ( Yl 2692 )","https://www.rumah123.com/properti/semarang/hos8333358/","Diperbarui 4 bulan yang lalu oleh","Yoelan Redland","Rumah","Candisari, Semarang","3","2","","300","200","11","3","3",""
"Rumah Kos Telaga Bodas Gajah Mungkur cocok untuk usaha","https://www.rumah123.com/properti/semarang/hos8307264/","Diperbarui 4 bulan yang lalu oleh","Aristar Taniwijaya","Rumah","Gajah Mungkur, Semarang","12","12","","326","250","12","3.25","3.25",""
"rumah paramount","https://www.rumah123.com/properti/semarang/hos8323867/","Diperbarui 3 bulan yang lalu oleh","agustini purnomo","Rumah","Semarang Barat, Semarang","3","2","","96","108","5","1.6","1.6",""
"Rumah Cantik  Baru Di Taman Borobudur, Manyaran, Semarang Barat","https://www.rumah123.com/properti/semarang/hos8315713/","Diperbarui 4 bulan yang lalu oleh","Aristar Taniwijaya","Rumah","Semarang Barat, Semarang","3","1","1","118","90","2","725","0.725",""
"Rumah Baru Di Taman Borobudur, Manyaran, Semarang Barat","https://www.rumah123.com/properti/semarang/hos8313577/","Diperbarui 4 bulan yang lalu oleh","Aristar Taniwijaya","Rumah","Semarang Barat, Semarang","2","2","","90","70","4","1.1","1.1",""
"Rumah Baru DI Jl Rorojonggrang Semarang Barat","https://www.rumah123.com/properti/semarang/hos8312506/","Diperbarui 4 bulan yang lalu oleh","Aristar Taniwijaya","Rumah","Semarang Barat, Semarang","4","1","","150","125","4","1.2","1.2",""
"Rumah kalingga Banyumanik, dekat axis tol","https://www.rumah123.com/properti/semarang/hos8309458/","Diperbarui 3 bulan yang lalu oleh","Nur biyanto","Rumah","Banyumanik, Semarang","5","4","","400","400","16","4.5","4.5",""
"Rumah tengah kota siap huni di Badak raya gayamsari semarang timur","https://www.rumah123.com/properti/semarang/hos8307057/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Gayamsari, Semarang","6","3","3","440","500","18","5","5",""
"rumah villa durian banyumanik,dekat jln. Sukun","https://www.rumah123.com/properti/semarang/hos8299621/","Diperbarui 9 bulan yang lalu oleh","Nur biyanto","Rumah","Banyumanik, Semarang","5","4","","128","186","6","1.7","1.7",""
"Rumah 2 Lantai Butuh Renovasi Tengah Kota di Tirtoyoso, Semarang","https://www.rumah123.com/properti/semarang/hos8288620/","Diperbarui 4 bulan yang lalu oleh","Fendy Putra","Rumah","Semarang Timur, Semarang","10","5","1","194","194","6","1.8","1.8",""
"Rumah Butuh Renovasi di MT Haryono, Semarang","https://www.rumah123.com/properti/semarang/hos8288552/","Diperbarui 3 bulan yang lalu oleh","Fendy Putra","Rumah","Semarang Tengah, Semarang","6","3","1","225","225","12","3.25","3.25",""
"Rumah Bangunan Lama posisi tengah kota di daerah jl. Halmahera, Semarang","https://www.rumah123.com/properti/semarang/hos8287684/","Diperbarui 3 bulan yang lalu oleh","Andy Pie","Rumah","Semarang Timur, Semarang","3","1","","205","160","7","2","2",""
"Rumah Aman Dan Nyaman Di Jl. Brotojoyo Raya, Semarang","https://www.rumah123.com/properti/semarang/hos8282787/","Diperbarui 4 minggu yang lalu oleh","Melly Ks","Rumah","Semarang Utara, Semarang","4","4","2","300","300","13","3.5","3.5",""
"Rumah murah tengah kota siap huni di Bimasakti Gajah Gayamsari Semarang timur","https://www.rumah123.com/properti/semarang/hos8284499/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Gayamsari, Semarang","2","1","","88","54","2","725","0.725",""
"Rumah tengah kota semarang siap huni di Bimasakti Gajah Gayamsari Semarang tengah","https://www.rumah123.com/properti/semarang/hos8284482/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Gayamsari, Semarang","3","3","","137","274","9","2.5","2.5",""
"Rumah Inden Baru di Citraland Victoria High land BSB Semarang ( Yl 2657 )","https://www.rumah123.com/properti/semarang/hos8282838/","Diperbarui 2 bulan yang lalu oleh","Yoelan Redland","Rumah","Mijen, Semarang","3","2","","128","68","5","1.4","1.4",""
"Rumah 4 Kamar Murah Lingkungan Elite Candisari (8137-Tri)","https://www.rumah123.com/properti/semarang/hos8276888/","Diperbarui 4 bulan yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Candisari, Semarang","4","4","","187","210","10","2.8","2.8",""
"RUMAH KOS SISINGAMANGARAJA CANDISARI SEMARANG","https://www.rumah123.com/properti/semarang/hos8276224/","Diperbarui 1 bulan yang lalu oleh","GO DEDDY","Rumah","Candisari, Semarang","21","8","","163","500","13","3.5","3.5",""
"Rumah 4 Kamar Tidur Murah Tengah Kota (9690-Ale)","https://www.rumah123.com/properti/semarang/hos8274525/","Diperbarui 4 bulan yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Gayamsari, Semarang","4","2","","282","170","9","2.5","2.5",""
"Rumah di Brotojoyo , Semarang Utara ( Fe 2625 )","https://www.rumah123.com/properti/semarang/hos8268947/","Diperbarui 3 bulan yang lalu oleh","Fenfen redland","Rumah","Semarang Utara, Semarang","4","3","","492","410","16","4.42","4.42",""
"Rumah siap huni di dekat jalan Fatmawati","https://www.rumah123.com/properti/semarang/hos8264692/","Diperbarui 1 bulan yang lalu oleh","Tan Hanna Meyke Agustanto","Rumah","Pedurungan, Semarang","3","2","","144","90","2","750","0.75",""
"Rumah bagus baru gress tengah kota siap huni di sapta prasetya pedurungan semarang timur","https://www.rumah123.com/properti/semarang/hos8259939/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Pedurungan, Semarang","3","2","","144","90","2","750","0.75",""
"Rumah Semarang Tengah Kota MURAH Harga Dibawah Pasaran","https://www.rumah123.com/properti/semarang/hos8255195/","Diperbarui 26 Juni 2021 oleh","Ria dewi  novita","Rumah","Semarang Tengah, Semarang","6","2","1","496","200","6","1.8","1.8",""
"Rumah siap pakai bisa untuk usaha di Karangrejo Raya","https://www.rumah123.com/properti/semarang/hos8253928/","Diperbarui 4 bulan yang lalu oleh","Hengki Gunawan","Rumah","Gajah Mungkur, Semarang","8","4","2","300","260","12","3.25","3.25",""
"Rumah Murah Siap Huni Semarang Indah","https://www.rumah123.com/properti/semarang/hos8248908/","Diperbarui 2 bulan yang lalu oleh","STEFAN LJHSL","Rumah","Semarang Barat, Semarang","3","2","","178","160","5","1.5","1.5",""
"Rumah di Candi kencana, Candisari (Yl1232)","https://www.rumah123.com/properti/semarang/hos8246845/","Diperbarui 4 bulan yang lalu oleh","Yoelan Redland","Rumah","Candisari, Semarang","3","2","1","275","175","10","2.8","2.8",""
"Rumah di Perumahan Graha Wahid Paris #rumah #rumahsemarang #beliproperti","https://www.rumah123.com/properti/semarang/hos8239142/","Diperbarui 1 minggu yang lalu oleh","Rudy Siswanto","Rumah","Pedurungan, Semarang","3","1","","230","190","6","1.75","1.75",""
"Rumah di Bukit Wahid , Semarang Barat ( Tt 2605 )","https://www.rumah123.com/properti/semarang/hos8236711/","Diperbarui 1 bulan yang lalu oleh","Emirita Tata","Rumah","Semarang Barat, Semarang","5","2","","158","220","10","2.7","2.7",""
"RUMAH KOST DI TEGALSARI","https://www.rumah123.com/properti/semarang/hos8235674/","Diperbarui 3 bulan yang lalu oleh","Angga Wahyuningsih","Rumah","Candisari, Semarang","9","3","","154","369","3","950","0.95",""
"Rumah di Bukit Tirta  Ngesrep  Banyumanik Semarang ( Tr 2602 )","https://www.rumah123.com/properti/semarang/hos8230655/","Diperbarui 5 bulan yang lalu oleh","TracyTjoa Redland","Rumah","Banyumanik, Semarang","3","3","1","130","143","5","1.55","1.55",""
"Rumah Baru Siap Huni Lokasi Strategis di Semarang Kota","https://www.rumah123.com/properti/semarang/hos8228843/","Diperbarui 3 bulan yang lalu oleh","Maulana Safii","Rumah","Pedurungan, Semarang","2","1","1","118","60","1","495","0.495",""
"Rumah Cantik Minimalis Siap Huni di Singosari","https://www.rumah123.com/properti/semarang/hos8228164/","Diperbarui 1 minggu yang lalu oleh","Kwee Liany  Wibowo","Rumah","Semarang Selatan, Semarang","5","4","","260","290","17","4.7","4.7",""
"LUXURY GRAND SEMARANG ROSE","https://www.rumah123.com/properti/semarang/hos8227534/","Diperbarui 2 bulan yang lalu oleh","MICHAEL SGP","Rumah","Ngaliyan, Semarang","3","3","","129","90","3","1","1",""
"Rumah di Puri Eksekutif Semarang ( Tt 2592 )","https://www.rumah123.com/properti/semarang/hos8225618/","Diperbarui 4 minggu yang lalu oleh","Emirita Tata","Rumah","Semarang Barat, Semarang","3","1","1","240","160","7","1.9","1.9",""
"Rumah nyaman di Semarang Timur","https://www.rumah123.com/properti/semarang/hos8224218/","Diperbarui 4 bulan yang lalu oleh","susan oen","Rumah","Semarang Timur, Semarang","2","1","","90","70","2","600","0.6",""
"Rumah di Protosari Balaidesa #rumah #rumahsemarang #beliproperti","https://www.rumah123.com/properti/semarang/hos8223590/","Diperbarui 1 bulan yang lalu oleh","Rudy Siswanto","Rumah","Banyumanik, Semarang","3","2","","182","182","5","1.4","1.4",""
"Rumah siap pakai perum cluster lokasi sangat nyaman","https://www.rumah123.com/properti/semarang/hos8221681/","Diperbarui 3 minggu yang lalu oleh","Helen Praharta","Rumah","Banyumanik, Semarang","2","1","","89","48","2","575","0.575",""
"Rumah 3 Kamar Murah Semarang Timur (9653-Mrt)","https://www.rumah123.com/properti/semarang/hos8219282/","Diperbarui 4 bulan yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Semarang Timur, Semarang","3","1","","315","200","4","1.2","1.2",""
"Rumah di Perum Griya Lestari Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos8214159/","Diperbarui 6 bulan yang lalu oleh","Trisye Roosanti","Rumah","Ngaliyan, Semarang","2","1","","120","138","2","690","0.69",""
"Rumah tengah kota siap huni di Sugriwo Krapyak Semarang barat","https://www.rumah123.com/properti/semarang/hos8205249/","Diperbarui 1 bulan yang lalu oleh","Lenna Xu","Rumah","Semarang Barat, Semarang","2","2","","174","70","3","900","0.9",""
"RUMAH DI BANYUMANIK","https://www.rumah123.com/properti/semarang/hos8204708/","Diperbarui 3 bulan yang lalu oleh","Sulamit celliana Sherly","Rumah","Banyumanik, Semarang","3","2","","145","135","4","1.25","1.25",""
"Rumah Ngantong Ciliwung Raya","https://www.rumah123.com/properti/semarang/hos8202880/","Diperbarui 1 minggu yang lalu oleh","Kwee Liany  Wibowo","Rumah","Semarang Timur, Semarang","4","4","1","411","236","13","3.6","3.6",""
"Rumah Mewah Siap Pakai di Asoka Danau, Perum. Graha Candi Golf, Semarang","https://www.rumah123.com/properti/semarang/hos8200488/","Diperbarui 4 bulan yang lalu oleh","Thomas Hubaya","Rumah","Candisari, Semarang","4","2","1","230","200","13","3.5","3.5",""
"Rumah siap huni","https://www.rumah123.com/properti/semarang/hos8196606/","Diperbarui 3 bulan yang lalu oleh","Yen Yen","Rumah","Candisari, Semarang","3","2","","200","200","13","3.5","3.5",""
"KOS-KOSAN SIAP HUNI DI GENUK","https://www.rumah123.com/properti/semarang/hos8194439/","Diperbarui 3 bulan yang lalu oleh","Angga Wahyuningsih","Rumah","Genuk, Semarang","33","33","","509","700","2","750","0.75",""
"Rumah 2 Lantai Cocok Usaha Panembahan Senopati Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos8192277/","Diperbarui 5 bulan yang lalu oleh","GO DEDDY","Rumah","Ngaliyan, Semarang","3","2","","150","200","4","1.2","1.2",""
"Rumah 2 Lantai Exclusif Lokasi Strategis di Semarang Kota","https://www.rumah123.com/properti/semarang/hos8188429/","Diperbarui 3 bulan yang lalu oleh","Maulana Safii","Rumah","Pedurungan, Semarang","3","2","2","72","63","2","673","0.673",""
"Rumah 2 Lantai Karonsih Utara Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos8187060/","Diperbarui 1 bulan yang lalu oleh","GO DEDDY","Rumah","Ngaliyan, Semarang","2","1","","109","218","4","1.2","1.2",""
